60,0
50,0
40,10
50,10
60,10
60,20
50,20
40,20
30,30
40,30
50,30
60,30
60,40
50,40
40,40
30,40
20,40
10,50
20,50
30,50
40,50
50,50
60,50
50,60
40,60
30,60
20,60
10,60
20,70
30,70
80,80
80,80
80,80
80,80
80,80
80,80
110,70
100,70
90,70
90,60
100,60
110,60
120,60
130,50
120,50
110,50
100,50
90,50
100,40
110,40
120,40
130,40
130,40
140,30
140,20
130,30
120,30
110,30
100,30
100,20
110,20
120,20
130,20
120,10
110,10
110,10
90,0
100,0
0,0
600,0
500,0
400,100
500,100
600,100
600,200
500,200
400,200
300,300
400,300
500,300
600,300
600,400
500,400
400,400
300,400
200,400
100,500
200,500
300,500
400,500
500,500
600,500
500,600
400,600
300,600
200,600
100,600
200,700
300,700
800,800
800,800
800,800
800,800
800,800
800,800
1100,700
1000,700
900,700
900,600
1000,600
1100,600
1200,600
1300,500
1200,500
1100,500
1000,500
900,500
1000,400
1100,400
1200,400
1300,400
1300,400
1400,300
1400,200
1300,300
1200,300
1100,300
1000,300
1000,200
1100,200
1200,200
1300,200
1200,100
1100,100
1100,100
900,0
1000,0
0,0
