1263,878
1271,866
1275.5,855
1282,846.5
1290.5,837
1297.5,827.5
1304.5,817.5
1312,808.5
1318.5,797.5
1326,788
1332.5,776.5
1336.5,768.5
1348.5,758
1356,745.5
1363,736
1372,726
1379,717
1388,707
1397,697
1430.5,637.5
1440,628
1447.5,617
1455.5,606.5
1463.5,594.5
1471,583.5
1476.5,572.5
1484.5,560.5
1492.5,548.5
1502,536
1510.5,525.5
1518.5,514
1524.5,502.5
1530,490.5
1541,479
1597.5,404.5
1607.5,394.5
1616.5,382.5
1626.5,369.5
1635,359
1644,343.5
1652.5,330.5
1663.5,318.5
1670,305
1681,289
1690,277.5
1700.5,264.5
1708.5,250.5
1719,237
1728.5,222.5
1738,209
1746,195.5
1756,181
1766,165.5
1775.5,153
1785.5,137
1795,128
1800.5,108.5
1810,92.5
1799.5,83
1790.5,101
1781,116
1771.5,133
1760.5,146
1751,159
1740.5,173.5
1730.5,185.5
1721.5,201.5
1714,215.5
1704,228.5
1696,243
1685.5,257
1676,270
1665.5,282.5
1656.5,296
1648,308.5
1637.5,323.5
1628.5,335.5
1620,348.5
1611,361.5
1602,373.5
1593.5,388
1585,398
1574.5,404.5
1532,463
1526,473.5
1522.5,486.5
1516,498
1507.5,510
1499.5,521.5
1492,533
1482.5,544
1474.5,556
1467.5,567.5
1460,578.5
1451.5,590
1443.5,600.5
1435.5,611
1427,622
1419.5,632.5
1363,723.5
1356.5,731.5
1345,742
1335,750.5
1329,761
1324,771.5
1317.5,781.5
1310,790.5
1302,801
1295,810.5
1289,821.5
1278,831
1271.5,842
1264.5,849.5
1258,857.5
1250.5,862
1242.5,858
1249.5,849
1257.5,840.5
1263.5,832
1270.5,821.5
1278.5,812
1284.5,801.5
1293,792.5
1300,784
1306,773
1315,764
1324.5,757.5
1331,745.5
1341,738
1403,632.5
1410.5,623.5
1418.5,612.5
1425.5,602
1434,590
1441.5,580
1448.5,568.5
1457.5,557
1465,546
1473.5,535
1482,522.5
1489,512
1498.5,500
1506.5,488
1514.5,476.5
1522.5,465.5
1527,452.5
1567,400
1575.5,391.5
1584,377.5
1593,365.5
1602,352.5
1609.5,339.5
1619.5,325
1629,314
1637,301.5
1647.5,289.5
1656,276.5
1665.5,262
1672.5,247.5
1682,234.5
1693,221
1702,207
1711,192
1720.5,178.5
1730,164.5
1740.5,151
1749.5,140.5
1761,122.5
1768.5,107.5
1779,88
1787.5,77
1797.5,63
1774.5,69.5
1765.5,83.5
1754.5,96.5
1744,113
1734,128
1726,142.5
1716.5,158.5
1707,171
1698.5,185.5
1688.5,199
1680.5,212
1671,223.5
1662,240
1653,254
1643.5,266.5
1634.5,281
1626.5,294.5
1616.5,307
1606.5,319.5
1599,332.5
1588.5,344
1579.5,357
1571.5,370.5
1562,383
1556,393.5
1552.5,400
1536,421
1521.5,440
1518,446.5
1510.5,458.5
1501.5,470
1493,480.5
1484.5,492
1477.5,503.5
1469.5,516
1461.5,526.5
1453.5,538
1446.5,549.5
1438,560.5
1430,571.5
1422,583.5
1415,594.5
1408,605.5
1400,616
1391.5,626.5
1382.5,632
1315,736.5
1309.5,745.5
1302,756
1295,765
1288.5,775.5
1280.5,784.5
1271,794.5
1265.5,805
1258,816.5
1251.5,826
1245,835.5
1238,846
1232.5,855.5
1229.5,847.5
1233.5,837
1238.5,827.5
1245.5,817
1252.5,808
1259.5,796.5
1266.5,787
1273.5,777.5
1279,768
1285.5,757
1292.5,747
1297.5,737
1303,725
1313.5,712.5
1373,629.5
1382.5,620
1390,610
1398,598.5
1406,586.5
1413.5,576
1420.5,564.5
1428.5,554.5
1436.5,542.5
1443.5,530
1450.5,518.5
1458.5,506.5
1468.5,496.5
1475.5,485.5
1483,473
1491.5,462
1499,450
1507.5,441.5
1515,427.5
1548.5,386.5
1552.5,370.5
1561.5,361
1571,349
1580,337
1588.5,325
1598.5,311.5
1607,298
1615.5,285.5
1625,271.5
1633,259
1641.5,243
1651.5,231.5
1661,218
1669.5,204.5
1678,190
1687,177.5
1697,162.5
1706.5,149.5
1715,134
1723.5,120
1733.5,104
1743,90.5
1753,76
1764,63
1750.5,60
1741,72.5
1727.5,87
1718,101.5
1708.5,115
1699,128.5
1688.5,144.5
1682,159.5
1675,173.5
1665,189
1655.5,201
1647,214.5
1638.5,229.5
1629.5,241
1619.5,254
1608.5,266.5
1598.5,279.5
1592,294
1582,306
1576,319.5
1569,336.5
1560,346
1547.5,358.5
1538,371
1528.5,376.5
1519.5,391.5
1501,403.5
1501.5,420
1495,433
1485.5,443.5
1477,456.5
1470.5,467
1462.5,479.5
1455,491.5
1449,502
1441,514
1433.5,525.5
1426,537.5
1418,547.5
1411,560
1403,571
1395,581.5
1387,592
1378.5,603.5
1370,614
1362.5,625
1318,678
1313.5,688.5
1308,699
1303.5,710
1296.5,721
1289.5,731.5
1282.5,741
1275.5,750.5
1268.5,760.5
1261.5,770.5
1253.5,781
1247.5,790.5
1239.5,800
1234,810.5
1229.5,820.5
1225,832
1228.5,836.5
1221,823.5
1225.5,813
1229.5,802.5
1234,792
1239,783
1246,772.5
1252.5,761.5
1260,753.5
1266,742.5
1274.5,733.5
1280.5,721.5
1288,710.5
1295.5,702
1302.5,690
1309,680
1315,669
1319,659
1329.5,647.5
1339.5,634.5
1348,625.5
1353.5,617
1363,606
1370,595
1377,583
1385.5,572.5
1392.5,560.5
1400.5,549.5
1408.5,539
1416,527
1424,516
1432,504
1439,492.5
1448,481.5
1455,470.5
1462,458.5
1470,445.5
1477,435
1484.5,420
1490.5,408.5
1497.5,396.5
1506,383
1521.5,371
1528,357.5
1537,352
1560.5,311
1570.5,296.5
1580,285.5
1590,273.5
1598,260.5
1607,247
1616,234
1624.5,221.5
1634.5,208
1642.5,193.5
1651.5,179
1659.5,165.5
1668.5,152.5
1679,138
1689,126
1701,112
1708.5,95
1715.5,82
1684.5,102
1676,117
1667,130
1659,144.5
1648.5,159
1639,171
1630.5,186.5
1622,199.5
1614,213.5
1607,226
1598,242
1589,254
1579,267
1569.5,278.5
1561.5,291.5
1551.5,302
1546.5,308.5
1533,329.5
1520.5,351.5
1514.5,358
1506.5,368
1498.5,380.5
1490.5,392.5
1482,404
1474.5,417
1465.5,429.5
1457,440.5
1449.5,451.5
1441,463
1433.5,475
1425,485.5
1417.5,497
1410,509
1402,519.5
1395.5,531.5
1389,543.5
1381.5,554
1374,566.5
1365,575
1357,586.5
1352,600
1346.5,609.5
1325.5,633
1316.5,643.5
1312.5,654.5
1306.5,665
1299.5,675.5
1291,686
1283.5,695.5
1277,705.5
1269.5,716.5
1263.5,727.5
1256.5,737.5
1250,747
1243.5,756.5
1238.5,766
1234,777.5
1229,788
1226,799.5
1221.5,809.5
1223.5,792.5
1226.5,781
1231.5,771
1235.5,760
1240.5,748.5
1245,740
1251,729
1256.5,718.5
1263.5,708
1270,698
1276,688
1285,677
1291.5,667.5
1298.5,656
1306,645.5
1311.5,633.5
1315.5,624.5
1325.5,614
1335,600.5
1343.5,588.5
1349,580.5
1355.5,569.5
1364,559
1372.5,548.5
1379.5,536.5
1387.5,525.5
1395.5,513.5
1403,502.5
1410.5,491
1419,479.5
1426.5,468
1434.5,457.5
1442,445.5
1449.5,433.5
1458.5,422.5
1466.5,410.5
1473.5,398
1481.5,386.5
1491.5,374.5
1500,363.5
1596,239
1599,220
1604.5,207.5
1610.5,191.5
1620.5,179.5
1628,164.5
1636.5,151.5
1647,138.5
1653.5,123.5
1661,108
1641,118.5
1632.5,131
1622.5,146
1615.5,160.5
1608.5,174
1602.5,190
1594.5,199
1495,345.5
1484.5,355
1477.5,369.5
1471.5,382.5
1463,395
1453.5,406
1445.5,417
1437.5,428.5
1430,440
1422,452.5
1414,464
1407.5,474.5
1399,485.5
1391,498
1383,509
1376.5,520
1369.5,532
1360.5,544
1353.5,553.5
1346,566
1339.5,576.5
1330,585
1323.5,597
1313,607.5
1308,618
1300.5,628.5
1293,639.5
1287,650
1278,660
1272,672.5
1264.5,681
1259.5,693
1254,703
1249.5,712.5
1244,724.5
1239.5,736.5
1235,745.5
1232,757.5
1242,716.5
1245.5,706
1251,695
1256.5,685
1260.5,672.5
1266.5,663.5
1273.5,652
1280.5,642
1287,631.5
1295,620.5
1301.5,611
1309,599.5
1316.5,590
1323.5,578.5
1334.5,567.5
1339,557
1346,544.5
1353.5,533.5
1361,524
1370,512
1377.5,500
1385.5,489
1393.5,478
1401,467.5
1408.5,455.5
1417,444.5
1421,431
1430,420
1437.5,408.5
1445.5,397
1452.5,383
1460,371.5
1468.5,359
1476,345.5
1479,333
1571,204
1579.5,191
1589.5,179.5
1598,166
1606,150.5
1615.5,139
1578,173.5
1568.5,185
1558.5,198
1548,209.5
1484,303
1477,318
1472.5,330
1464,341.5
1455,353
